tsudayan	つだやん
sea	セア
shiruko	しるこ
nimo	にも
rika	りか
mumu	むむ
noi	のい
tamaguchi	たまぐち
akarin	あかりん
mizureo	みづれお
takuan	たくあん
keroama	けろあま
main	マイン
mimiruku	みみるく
amagasa	雨傘
yukimi	雪見
tomatozerii	トマトゼリー
kitone	キトネ
tsubasa	翼
soneri	そねり
saegusa	さえぐさ
reru	れる
reruri	れるり
hiroara	ひろあら
fuchizaki	フチザキ
ginsuke	ぎんすけ
haruko	はるこ
mizuho	みずほ
karin	カリン
matsunoyu	松の湯
torinosasami	とりのささみ
nekodaisuki	猫大好き
yoshidababu	吉田バブ
suzu	すず
mayu	まゆ
nichimaru	にちまる
ichitarou	いち太郎
wadahito	ワダヒト
hanananana	はなななな
nekomenkaja	猫面冠者
sagaruya	さがるや
anyaru	あにゃる
rakka	ラッカ
shibamike	シバミケ
hayataka	はやたか
dande	ダンデ
uepon	うえぽん
yukihira	ゆきひら
maronpapa	マロンパパ
ken	謙
somekobarin	染古場凛
totsuzen	突然
nyun	にゅん
shimeji	しめじ
daifuku	だいふく
menmen	めんめん
shiroitao	シロいたお
yuka	ゆか
hane	羽
honchu	ほんちゅ
koharuko	こはる子
yutaka	ゆたか
kashi	樫
seikaitan	政界たん
maron	まろん
meron	メロん
nemu	ねむ
shiro	シロ
ukapichan	うかぴちゃん
sagutsu	さぐつ
nemunemunemuko	ねむねむねむこ
chamina	ちゃみな
makonyan	まこﾆｬﾝ
pochi	ポチ
edoirai	江戸いらい
shinon	シノン
tarukon	タルコン
sakemasu	鮭鱒
hika	緋架
mataron	またろん
nosuke	のすけ
nayuta	なゆた
kariya	かり屋
nonko	のんこ
nozomi	のぞみ
mosa	もさ
tsuchinoko	ツチノコ
sorato	空斗
nayuki	菜雪
saegusa	さえぐさ
nasumoku	なすもく
haru	ハル
sunaisaki	すないさき
tokio	時尾
uzuki	卯月
ponzu	ぽんず
donya	どんや
sena	せな
kichisuke	きちすけ
tomatoyasan	トマトやさん
sanokirichosu	佐野きりちょす
shigesan	しげさん
suzukireru	鈴木れる
chon	ちょん
ruza	るざ
chidori	ちどり
gon	ごん
suzuna	すずな
megumi	メグミ
unitan	うにたん
haru	ハル
taroimo	タロイモ
yoshi	よし
nonko	のんこ
aumi	あうみ
a	ｱ
non	ノン
napisu	なぴす
ageninniku	あげにんにく
uzuki	卯月
nagito	ナギト
suigin	水銀
kogepanda	こげぱんだ
gon	ごん
tankeshi	たんけし
rei	玲
uyuyu	うゆゆ
roritan	ろりたん
yuka	ゆか
enadori	エナドリ
kagami	かがみ
sakanauma	さかなうま
kanapyon	かなぴょん
yuu	ゆう
manekichi	マネキチ
ankoromochi	あんころもち
raame	らーめ
kamitaku	かみたく
yuzuneko	柚子猫
yae	ヤエ
miyuna	みゆな
toyo	トヨ
nakasan	中さん
sun	すん
satomin	さとみん
miyabi	みやび
ponta	ぽんた
haru	ハル
daifukushorin	大福書林
yunoemon	ゆのえもん
yuzuki	ゆずき
taiyoumarii	太陽まりい
yukiwo	ゆきを
akametakuya	アカメタクヤ
mossama	もっさま
konoha	このは
ruisabu	ルイサブ
shironeko	白猫
shiki	シキ
sumisu	スミス
ariaberu	アリアベル
eren	えれん
daiyu	だいゆ
minto	ミント
ierisousaku	イエリ創作
nekonabe	猫鍋
yu	ゆ
rio	りお
kaeru	蛙
yurin	ゆりん
ai	あい
aroppo	あろっぽ
sumyon	すみょん
nigiyaka	にぎやか
hinoen	日野苑
samu	さむ
sana	紗奈
shouwanokaseki	昭和の化石
mataron	またろん
mizuna	みずな
nomani	のまに
saenaisuugakuto	冴えない数学徒
torinosasami	とりのささみ
yuutomo	ゆーとも
nagiharu	なぎはる
nanahoshi	ななほし
naosan	なおさん
maha	マハ
naochan	なおちゃん
kasumin	かすみん
rutsuri	るつり
marokun	まろ君
sasanishiki	ささにしき
kairingo	かい林檎
kohaku	こはく
rimuru	りむる
poou	ぽーう
tanyaka	たにゃか
roki	ロキ
hiromi	ひろみ
darudaru	だるダル
hiromaru	ひろまる
tori	とり
niseojiro	ニセオジロ
ringo	りんご
yozakura	夜桜
satousu	さとうす
engawa	えんがわ
yumetama	夢玉
kekeponpon	けけぽんぽん
shouko	しょうこ
kanobuta	かのぶた
saisoku	さいそく
fu	ふ
gorira	ごりら
kitadamasaya	北田雅也
aoringo	あおりんご
tsubakichi	つば吉
fugashina	ふがしな
sorao	そらお
ei	エイ
tenikuni	ﾃﾆｸﾆ
kotoneon	ことねおん
yukihira	ゆきひら
taa	たあ
rio	リオ
yukinyo	ユキニョ
rama	らま
sukai	スカイ
keron	けろん
hibiki	ヒビキ
hiwa	鶸
tai	たい
kumaei	くまえい
sayo	さよ
tamo	たも
nagi	ナギ
keeruretasu	けーるれたす
kumachan	くまちゃん
koguma	子ぐま
kunta	クンタ
nakashi	ナカシ
ruza	るざ
rira	リラ
kaeru	蛙
zokusei	属性
taruto	タルト
suwa	すわ
aaaa	ああああ
zenpikasensei	全ピカ先生
saanoya	さあのや
yukimaru	ゆきまる
urara	ウララ
hikage	ヒカゲ
kiona	キオナ
haraodori	はらおどり
mariko	鞠子
sharu	シャル
tominomito	富乃みと
rin	凛
nishizawa	西澤
kana	かな
momoka	ももか
makoto	真琴
moruniyaken	もるにやけん
machidamegane	町田メガネ
emukun	えむくん
roka	ろか
meru	める
masa	まさ
nayu	菜湯
kirerun	キレルン
fuwafuwanoinu	ふわふわのいぬ
yaku	やく
houkifuji	伯耆富士
maro	まろ
hasumin	はすみん
zudon	ずどん
maonasu	まおなす
pupu	ぷぷ
hiwatari	ひわたり
uruchi	うるち
nitarazuyutonko	にたらずゆとんこ
danu	だぬ
ayumi	あゆみ
eruu	えるぅ
sengoku	せんごく
orufisu	おるふぃす
mizuto	水ト
anko	あんこ
ryuuto	リュート
takashi	たかし
yama	やま
rakusu	らくす
yumesaki	ゆめさき
anko	あんこ
aurora	あうろら
emizebu	えみぜぶ
yuu	ゆう
morito	モリト
maria	まりあ
asuma	あすま
cheke	ちぇけ
ajitama	あじたま
metokun	めとくん
kairingopero	かいりんごぺろ
amechika	あめちか
yadakusuri	矢田くすり
yato	やと
gurausu	グラウス
arakane	アラカネ
makipon	まきぽん
subaru	昴
dai	だい
sasaki	佐々木
dozaimonta	どざいもんた
panda	ぱんだ
moguzou	もぐぞう
samekichi	さめきち
paichi	ぱいち
unyoki	うにょき
tae	たえ
pochishiba	ポチシバ
mushi	むし
shutto	しゅっと
gonbe	ゴンベ
kira	キラ
kandagawa	神田川
shutto	しゅっと
chino	ちの
ryu	りゅ
hanumaru	はぬまる
menou	めのう
kyon	キョン
yamadayoshikawa	ヤマダヨシカワ
kyou	きょう
anero	あねろ
miwato	みわと
sorarisu	ソラリス
umeko	梅子
rana	ﾗﾅ
raame	らーめ
pirorin	ぴろりん
kazumarosushi	かずまろ寿司
ohagi	おはぎ
okaratanto	オカラタント
koyori	こより
natsume	ナツメ
yuuki	ゆーき
chishami	ちしゃみ
minami	みなみ
nanataka	ななたか
sagato	さがと
nannan	なんなん
hesokusao	へそくさお
takahashiiii	高橋ぃぃぃ
menkoi	面恋
chiro	ちろ
chokoneko	ちょこ猫
kaya	かや
wakayamahiroshi	若山寛
amahira	アマヒラ
konoha	木の葉
rion	りおん
nitarazuyutonko	にたらずゆとんこ
aousagi	アオうさぎ
tamani	たまに
shishirui	死屍累
kento	けんと
maki	槙
sakura	さくら
sakura	さくら
jun	ジュン
isuseizouki	椅子製造機
kaworu	カヲル
nurumayu	ぬるまゆ
pan	ぱん
aoimanabu	あおいまなぶ
kyoutatsu	響辰
meno	メノ
yukkyo	ゆっきょ
warewarenodouga	我々の動画
usagiotoko	うさぎおとこ
shimamaru	しままる
rira	利羅
sakurako	桜子
aoiumikaze	葵うみ風
tomason	トマソン
nanushi	名主
nerune	ネルネ
makipon	まきぽん
nekomaruta	ねこまるた
honryaku	本略
toraya	寅弥
isofura	いそふら
yottare	よったれ
yurine	ユリネ
nananashiko	なななし子
kazuya	かずや
nyako	にゃこ
kurokawa	黒川
ori	おり
aoi	あおい
aniki	あにき
ruina	るいな
nyanta	にゃんた
hinata	ひなた
keita	啓太
suetsugu	すえつぐ
yamanekoken	山猫軒
yukira	ゆきら
uzume	うずめ
kazumama	かずまま
toki	とき
riria	リリア
torihiko	鳥彦
hibiki	ヒビキ
miyukichacha	みゆきチャチャ
kuzukumasan	くずくまさん
shishamo	ししゃも
toropikaron	とろぴかろん
sumeshi	酢めし
umeshu	うめしゅ
rikako	りかこ
tokumoto	徳本
kamichan	神ちゃん
reoerana	レオエラナ
satoru	さとる
inaemi	いなえみ
asato	あさと
yumikko	ゆみっこ
nene	ねね
shiratama	しらたま
kanae	かなえ
kouchapurin	紅茶プリン
rumagiku	ルマギク
morige	もりげ
kenkichi	けん吉
hodaka	ほだか
kitsune	きつね
madao	マダオ
nekoze	猫背
mugichan	むぎちゃん
yumota	ゆもた
kasaiji	かさいじ
iiyo	ｲｲﾖ
yoshifumi	ヨシフミ
naokigenia	ナオキゲニア
sawara	さわら
dabochan	ダボちゃん
kiyui	きゆい
yuki	ユキ
akanko	あかんこ
chikotarou	ちこ太郎
youko	陽子
kuromame	くろまめ
kawanina	かわにな
rio	りお
akira	晃
shiho	シホ
yukina	雪那
mihiro	みひろ
inaniwayoukan	稲庭羊羹
aya	あや
tahhyo	たっひょ
sumineko	すみねこ
seina	せいな
sawahato	サワハト
sakanachan	さかなちゃん
nagasekun	ながせくん
tsuchio	ツチオ
chachamaru	ちゃちゃまる
tanu	たぬ
popo	ぽぽ
shiho	しほ
atsuki	あつき
mai	まい
renakka	れなっか
masaki	まさき
yoshikun	よしくん
shishimaru	獅子丸
yukinyanko	ゆきにゃんこ
tsubaki	椿
metabonapapa	メタボなパパ
bonzo	ぼんぞ
marisuke	まりすけ
kinui	きぬい
puitsupo	ぷいつぽ
risao	りさお
uminekotatsu	うみねこたつ
perua	ぺるあ
fuwaru	ふわる
azarashi	あざらし
kuro	くろ
kirin	キリン
tabi	たび
taiki	たいき
tanyao	たにゃお
mai	真衣
wakuwaku	わくわく
masumasu	ますます
takigura	たきぐら
hetehete	へてへて
yamimika	やみみか
kamiya	神谷
yassan	やっさん
ruka	るか
potoraru	ぽﾄらる
ringo	りんご
naminamina	ナミナミナ
miyacha	みやちゃ
yukiusagi	ゆきうさぎ
otakaradouga	おたからどうが
takechiyo	たけちよ
satou	佐藤
yuuto	ゆうと
yametekudasai	やめてください
uribou	うり坊
oyasumishirasu	おやすみしらす
hirohige	ひろひげ
ai	あい
jiisangenki	爺さん元気
yukkya	ゆっきゃ
kumakuma	くまくま
itachi	イタチ
sotan	そたん
kopene	こぺね
tsumutsumu	つむつむ
hirohige	ひろひげ
ponuzo	ぽぬぞ
maimi	まいみ
tenkino	天キノ
koaraazarashi	コアラアザラシ
yutanpopon	ゆたんぽぽん
deyuyama	でゆ山
takechiyo	たけちよ
oregano	オレガノ
yuratama	ゆらたま
yurinotomo	百合の友
kikirio	キキリオ
moai	もあい
taketon	たけとん
asairimame	浅煎り豆
zanomono	ざの者
sasayan	ささやん
fuyu	冬
aizakiryou	あいざきりょう
ruumoche	るぅもちぇ
kaminari	カミナリ
chinopon	ちのぽん
shuu	しゅう
mikan	みかん
minito	ミニト
sunarion	スナリオン
hanappo	華っぽ
jupi	ジュピ
kamiyan	かみやん
nenemu	ねねむ
honeori	ホネオリ
yakiniku	焼肉
ruuki	ルウキ
ebishan	えびしゃん
ikageso	イカゲソ
kaeru	かえる
seseragi	せせらぎ
takechin	たけちん
yurabikun	ゆらびくん
hisui	ひすい
yuria	ゆりあ
yuria	ゆりあ
eguzari	えぐざり
yurabikun	ゆらびくん
yawarakatsumire	やわらかつみれ
nizu	にず
kairita	カイリタ
randokunikki	濫読日記
hokorin	ほこりん
kuropochi	くろぽち
kitazawakyouhei	北沢強兵
kabuchan	かぶちゃん
hiro	ヒロ
misakananoha	御坂なのは
yakan	やかん
takechin	たけちん
takechin	たけちん
kazuchan	カズちゃん
doraran	ドララン
shimauma	しまうま
kikumaru	菊丸
nezumiseijin	ねずみ星人
pechikun	ぺちくん
nikkun	にっくん
kamisan	かみさん
yuzukorone	ユズコロネ
oresabosan	俺サボさん
karuchienau	カルチエなう
hadoirun	はどいるん
kishio	き塩
season	せあそん
mire	みれ
mire	みれ
kooki	コーキ
miyako	都
kuroyuki	黒雪
hiria	ヒリア
konan	コナン
ayasaki	綾崎
nekura	ねくら
onigiri	おにぎり
yutori	ゆとり
kaedemaru	かえでまる
tomoko	ともこ
yuuri	ゆうり
ankosan	あんこさん
okitsune	おきつね
uho	うほ
minto	みんと
rin	稟
kyou	匡
rojiura	路地裏
yukimi	ゆきみ
kogetaosenbei	焦げたお煎餅
rikka	りっか
nakashi	なかし
asutoro	アストロ
tarumiwarabi	垂水わらび
tsunamayo	ツナマヨ
orichiya	おりち屋
ogakuzu	おがくず
shibugaki	渋がき
arakidonsan	あらきどんさん
namururu	なむるる
owanchan	おわんちゃん
togine	トギネ
aya	あや
shio	しお
karaage	からあげ
nekokoneko	ねここねこ
sakanabone	さかなぼね
amuro	あむろ
mino	みの
sugisugi	杉すぎ
gumi	ぐみ
shuka	シュカ
ume	ウメ
mimuni	みむに
zappen	ざっぺん
pokonoa	ぽこのあ
kouyanyanko	荒野にゃんこ
marumo	まるも
hitomisan	ヒトミサン
kaori	かおり
honryaku	本略
eon	エオン
mikaru	みかる
hitomisan	ヒトミサン
nyari	にゃり
suppi	すっぴ
zappen	ざっぺん
yunen	ゆねん
negoto	ねごと
gomamiso	ごまみそ
nagimaru	凪丸
haruchika	ハルチカ
umikirei	うみきれい
harupiyo	はるぴよ
yappo	やっぽ
futaba	双葉
okaka	おかか
amiyu	あみゆ
yuni	ゆに
zeddaru	ゼッダル
toneunga	利根運河
sousukedon	そうすけどん
noemo	ノエモ
munehiro	むねひろ
kuriuzu	くりうず
tomo	とも
inarisan	いなりさん
bananasakana	バナナさかな
keipyon	けいぴょん
ekitai	えきたい
vakaunto	ヴァかうんと
miiko	みぃこ
faminofusan	ファミノフ産
tanaka	たなか
sassa	さっさ
runa	るな
chiko	ちこ
risachi	りさち
ayumukkun	あゆむっくん
shigure	シグレ
yama	やま
miyaneyafan	ミヤネ屋ファン
konatsupin	こなつぴん
rito	りと
kuroageha	クロアゲハ
nugu	ぬぐ
yonesuke	ヨネスケ
aya	あや
sa	さ
yasaka	やさか
setsu	せつ
tomomi	ともみ
ibuki	伊吹
nene	ねね
sugisugi	杉すぎ
sufuna	スフナ
senon	せのん
kazamatsu	かざまつ
hiramin	ひらみん
kyomatan	きょまたん
manoiroiro	まのいろいろ
rin	りん
erumisu	エルミス
koharu	こはる
guyun	ぐゆん
tsunamayo	ツナマヨ
garaemon	がらえもん
negimaru	ネギ丸
zauko	ザウコ
rimu	りむ
chitonyan	ちとにゃん
kawashima	かわしま
usagiriri	うさぎりり
kuroageha	クロアゲハ
daichan	だいちゃん
hangetsu	はんげつ
mogidori	もぎどり
yoru	よる
kohaku	こはく
kiyobei	きよべい
ayaneko	あやねこ
ritsu	りつ
santaka	さんたか
wataame	わたあめ
kishimen	きしめん
niwatori	ニワトリ
hikararu	ひからる
torikinoko	とりきのこ
sou	爽
yoru	よる
gomafu	ごまふ
asuto	アスト
yunko	ゆんこ
bantan	ばんたん
heki	ヘキ
naoemon	ナオエモン
suu	すぅ
oron	おろん
kodakawa	こだかわ
rioneko	りぉねこ
imokenpi	芋けんぴ
manasutechan	マナステちゃん
omugisama	おむぎ様
uruama	うるあま
azaran	アザラン
borochi	ぼろち
omiso	おみそ
usatan	うさたん
oitan	おいたん
kokounoneko	孤高の猫
usatan	うさたん
ayaka	あやか
yagamin	八神ん
ito	いと
oguri	オグリ
dai	だい
sakuya	さくや
kirumi	きるみ
yutaka	ゆたか
engi	エンギ
hoshi	ほし
hanamaru	はな丸
sonjo	そんじょ
hazuki	葉月
mika	みか
mochiko	もちこ
naosan	なおさん
sarada	さらだ
kiana	キアナ
orufisu	おるふぃす
ichi	壱
ineuchi	いねうち
urugusu	ウルグス
roase	ろあせ
uni	うに
minonegi	みのねぎ
momo	もも
inunabe	犬鍋
mame	まめ
sakuyan	さくやん
yaawa	やあわ
nobeo	のべお
nanase	七瀬
hiyo	ひよ
robita	ロビタ
sayayan	さややん
kagerou	かげろう
marokun	まろ君
toro	とろ
ayaya	あやや
asagi	あさぎ
sanso	酸素
aki	あき
ichimura	壱村
makinko	まきんこ
ten	ﾃﾝ
manami	まなみ
pankona	パン粉
miyaji	ミヤジ
aka	ァヵ
atsumori	あつ森
mosuyan	もすやん
miku	みく
ishikawa	イシカワ
hinaka	ひなか
hanpepe	はんぺぺ
hikari	ひかり
kamushin	かむしん
kurogane	くろがね
tape	タペ
kanekane	かねかね
tadaaku	ただぁく
noramimi	のらみみ
ran	らん
yukiringo	雪りんご
momo	もも
ama	ぁま
akaka	アカカ
kaimun	かいむん
hibiware	ひびわれ
dai	だい
maya	まや
misumaru	みすまる
kiato	きあと
makaron	まかろん
yukiyanagi	雪柳
kache	カチェ
yozakurakanata	夜桜彼方
suntoraru	すんとらる
maru	まる
kujitaso	くじタソ
tomomin	ともみん
namuhokabu	なむほ株
hiiragishi	柊氏
fujisan	ふじさん
rikutaro	りくたろ
mu	む
hyon	ひょん
senchan	せんちゃん
mamecha	豆茶
miairin	みあいりん
sakinko	さきんこ
mikeneko	三毛猫
hemu	ヘム
hokahokagohan	ほかほかごはん
borurin	ぼるりん
rui	るい
anzu	あんず
kaede	かえで
sakaki	サカキ
tobiuo	トビウオ
noichigo	のいちご
bikke	びっけ
sazanami	さざなみ
tsurumi	鶴見
komutomo	こむとも
jun	じゅん
shiroe	しろえ
rihana	りはな
tachibana	立花
kurage	くらげ
akuro	あくろ
kanamaru	佳奈丸
komachi	こまち
gomadare	ごまだれ
kaiki	かいき
oichi	おゐち
omoiyari	重い槍
chami	ちゃみ
masaka	まさか
hanamame	はな豆
ponsupon	ポンスポン
torisakisan	鳥咲さん
nagata	ながた
miru	みる
nikopa	ニコぱ
misa	みさ
yurunatsu	ゆるなつ
akiakane	秋茜
kurasan	くらさん
takeshin	たけしん
kotori	コトリ
ryokuu	りょくう
kano	かの
tomorin	ともりん
keroppe	けろっぺ
tezu	てづ
rei	怜
subain	スバイン
ebiten	えびてん
shibatan	しばたん
byonbyon	びょんびょん
mimei	ミメイ
kokeshichan	こけしちゃん
rukkun	るっくん
popo	ぽぽ
mitarashi	みたらし
imoni	いもに
sakinko	さきんこ
toriudon	とりうどん
hone	ほね
oichi	おゐち
kamimama	かみまま
yukatama	ゆかたま
ayu	あゆ
tomokichi	ともきち
ringo	りんご
yuka	ゆか
yuzu	ゆず
seto	せと
nike	にけ
taidanamikasa	怠惰な三笠
koni	コニ
tsunenenene	つねねねね
yuusukepapa	ゆうすけパパ
hiro	ひろ
misaki	みさき
haruhi	はるひ
hirasawayuki	平沢ゆき
karuna	かるな
seiga	せいが
sakeshiki	酒式
mayua	まゆあ
aya	あや
zaburin	ざぶりん
mizureo	みづれお
nen	ねん
poporebuta	ポポれ豚
mami	まみ
ichumin	いちゅみん
yuki	ユキ
hisa	比佐
soraneko	空猫
mariotaku	まりおたく
imakami	いまかみ
daigorou	だいごろう
eko	えこ
mero	めろ
masshiroro	まっしろろ
miina	みぃな
shun	しゅん
marusan	まるさん
bea	べあ
wakka	わっか
rao	らお
kimukimu	キムキム
suama	すあま
nosuke	のすけ
atoriechita	あとりえちた
shaa	シャア
someishitsu	染井悉
shikon	紫紺
mizue	みずえ
rubetama	るべたま
reion	レイオン
remonneko	レモンネコ
yoko	よこ
ougimaneki	扇マネキ
tsunetan	ツネタン
botan	ぼたん
nagon	なごん
daichi	だいち
haru	ハル
mamarin	ままりん
onsoku	おんそく
tamahiyo	たまひよ
daidaishi	ダイダイ氏
pache	パチェ
aya	あや
yasu	やす
sasami	ササミ
tomohisa	ともひさ
riia	リイア
ranki	ランキ
kyutte	きゅって
ayane	あやね
penta	ぺん太
fujikkun	ふじっくん
mogami	モガミ
uhyou	うひょう
uhyou	うひょう
kurunsan	くるんさん
oisumiuki	おいすみうき
koyata	こやた
irutori	いるとり
mipoka	みぽか
aya	アヤ
marumaru	丸々
gussan	ぐっさん
koto	こと
aki	アキ
tomozu	ともず
uimamakawaii	ういままｶﾜｲｲ
reon	れおん
nana	なな
obabu	おばぶ
aki	アキ
nami	ナミ
